X1,X2,y
-0.177995,0.0862573,1
-0.246429,0.143567,1
-0.250576,0.229532,1
-0.221544,0.376901,1
-0.215323,0.295029,1
-0.1303,0.217251,1
-0.207028,0.0289474,1
-0.0971198,0.213158,1
-0.0390553,0.258187,1
0.0190092,0.401462,1
-0.0369816,0.42193,1
-0.0639401,0.331871,1
-0.1303,0.376901,1
-0.375,-0.437719,1
-0.395737,-0.351754,1
-0.354263,-0.20848,1
-0.437212,-0.376316,1
-0.48076,-0.503216,1
-0.410253,-0.466374,1
-0.248502,-0.257602,0
-0.227765,-0.314912,0
-0.283756,-0.384503,0
-0.292051,-0.454094,0
-0.337673,-0.519591,0
-0.277535,-0.548246,0
-0.207028,-0.535965,0
-0.18629,-0.478655,0
-0.132373,-0.50731,0
-0.177995,-0.298538,0
-0.165553,-0.175731,0
-0.161406,-0.126608,0
0.000345622,0.258187,0
0.0791475,0.356433,0
-0.0266129,0.180409,0
-0.0535714,0.0780702,0
-0.0141705,-0.052924,0
-0.0701613,-0.16345,0
-0.0639401,-0.294444,0
-0.0307604,-0.466374,0
-0.0577189,-0.527778,0
-0.0535714,-0.396784,0
0.0521889,-0.417251,0
-0.0162442,-0.167544,0
-0.0639401,-0.0856725,0
-0.0618664,-0.0160819,0
-0.00380184,0.00438596,0
0.0418203,0.204971,0
0.0791475,0.19269,0
0.0459677,0.254094,0
0.118548,0.19269,0
0.110253,0.0862573,0
0.10818,-0.0692982,0
0.166244,-0.024269,0
0.141359,0.0657895,0
0.143433,0.168129,0
0.170392,0.19269,0
0.10818,0.299123,0
0.118548,0.319591,0
0.126843,0.393275,0
-0.0867512,0.42193,1
-0.0473502,0.507895,1
0.0252304,0.520175,1
0.0625576,0.552924,1
-0.00587558,0.442398,1
-0.0514977,0.573392,1
-0.08053,0.507895,1
-0.153111,0.552924,1
-0.111636,0.54883,1
-0.163479,0.49152,1
-0.25265,-0.188012,1
-0.246429,-0.0365497,1
-0.321083,-0.433626,1
-0.331452,-0.605556,0
-0.385369,-0.515497,1
-0.399885,-0.62193,1
-0.124078,-0.126608,1
-0.316935,-0.228947,1
-0.294124,-0.134795,0
-0.153111,0.184503,0
