X1,X2,yval,y
-0.49637849649151067,-0.5303987083886996,1,1
-0.29076980174895883,0.3928299835633928,0,0
-0.35518368865841515,-0.19033134463120038,1,1
-0.11756325906249132,0.45045062896710086,1,1
0.2124443003612323,0.24409336447698537,0,0
-0.3358869160814928,-0.4220813548368354,1,1
-0.21834424471777597,0.4259897553266281,1,1
0.2664948031349321,-0.41708774857474756,0,0
0.010730666567292269,0.11575629581159919,0,0
0.14320848869091707,0.5729022280248965,1,1
-0.49639586509434486,0.2476473600027984,1,1
0.019850775358707162,-0.314249802472315,0,0
-0.49432987869679834,0.40264768275579677,1,1
-0.10664757480146192,-0.008673530972761023,1,1
-0.0031904842748737283,0.5097321115301097,1,1
-0.4256046133381625,0.21494325835493933,1,1
0.01205281950803394,0.43847113241742686,1,1
-0.42333424202561226,-0.22920959072027725,1,1
-0.18530875415671744,-0.21966030507022027,0,0
-0.21421786231088663,0.5717574446311908,1,1
-0.3176857653637268,-0.3414801223876959,0,0
0.1429172161605914,0.08564324774040655,0,0
-0.3215771348081328,0.1599652791381907,1,1
-0.08101309200345114,0.019441722345031498,0,0
-0.2593885764709819,-0.05106505327874988,1,1
-0.01728897499322879,-0.5757807791890678,0,0
-0.008656890073800994,0.40091322226995674,1,1
0.012375096813751596,-0.2761935255205771,0,0
0.26796469695826886,-0.49294224955754656,0,0
-0.22200839842622183,-0.2887008103860499,0,0
0.1723673880103832,-0.47234966675617734,0,0
0.1312610482208002,-0.23841632149516911,0,0
0.24179201932952776,-0.23915142451693094,0,0
0.1222104972111765,-0.18139411122425264,0,0
0.053460950953317155,-0.054158732468958304,0,0
-0.21228280159455487,-0.49059781843993944,0,0
-0.4045445797940482,-0.5306292805415338,1,1
-0.3762731286211595,-0.3627813931851978,1,1
-0.4051626880493798,0.009202685464379856,1,1
-0.357640700876775,-0.18299568238975805,1,1
-0.053497947592805684,-0.5367778361450742,0,0
-0.291504321184372,-0.03586948103779819,1,1
0.20878860968743795,-0.21603988471596747,0,0
-0.02555616811655903,0.26925529081927224,1,1
-0.44039163845514817,-0.7207656971060993,1,1
0.19021425210677978,-0.7314299016733465,0,0
0.12623855936009376,-0.42876309873202856,0,0
-0.3309911214400545,-0.0133859853481485,1,1
-0.31851585792406184,0.06686596743032303,1,1
-0.16257603869107534,-0.7265476664600212,0,0
0.0030244765744161795,-0.7133677627434307,0,0
-0.09090668695466819,-0.48357423069444794,0,0
0.16334485641544116,0.29270667151814145,0,0
0.11745137018733331,-0.10436159485127716,0,0
0.05169294696532156,-0.4977769613777398,0,0
-0.43946651605421794,0.24581506667842556,1,1
0.203431012256317,0.008704982514616266,0,0
0.24735643038316013,0.06879417187072323,0,0
-0.28638208015201916,0.1296334215672914,1,1
0.03336896921626242,-0.6703423069010718,0,0
-0.22278368936575876,-0.14869216450886835,1,1
-0.2793075419902326,0.43238638237380034,1,1
0.10390813417799705,0.10306382128519809,0,0
-0.2204799841819704,-0.7670236891283051,0,0
-0.22122989296422613,0.020370545169464238,1,1
0.10595997269111956,-0.12451613077506463,0,0
0.005364407931746196,0.10208983694945795,0,0
-0.18630331447336318,0.08037445010340583,1,1
0.07871048501801903,0.048474654897579295,0,0
-0.03904463741389663,0.18299266953693816,1,1
0.028972187854249154,-0.022513756461118084,0,0
-0.24701343853472785,0.3525980480739501,1,1
0.26144864955566827,0.38051717917544314,0,0
-0.14575309971108596,-0.46868558747164035,0,0
0.02988989556442989,0.10126281063330811,0,0
-0.20212221172633393,-0.3266953039719632,0,0
0.1343326341041169,-0.6398540475473602,0,0
-0.4074166914010747,0.5531594422067114,1,1
-0.40943778194302416,0.4617778770239458,1,1
0.25701655729787054,-0.5229997218824144,0,0
0.11003268660644716,-0.5254181054178756,0,0
0.25896688569269144,-0.45826105185218413,0,0
0.1538305113296925,0.10749308962418958,0,0
-0.14735839442810883,0.4466593077580514,1,1
0.14736827793452345,-0.41425849223545985,1,1
-0.03874009160598946,-0.48927081293151703,0,0
0.2255192000136469,0.27762012737583697,0,0
0.2695082445496435,-0.6656511646861341,0,0
0.12482878900599126,0.5081440450622758,1,1
0.1716278105628577,-0.42429452643697696,0,0
0.0050519994273175994,-0.047609309847202574,0,0
-0.35458824824853935,0.37126309194095186,1,1
-0.4773865878711815,-0.6869322293070108,1,1
-0.24116903096031278,0.28161653961209643,1,1
0.09375793179104353,-0.7722199451556871,0,0
-0.2998889203278951,-0.6748715466457185,0,0
-0.1624780918241021,0.17209415903140712,1,1
0.19682557091060315,-0.14566764636500817,0,0
-0.3480153894477397,-0.2592838977063019,1,1
0.14035793217415116,-0.6842892464634046,0,0
-0.046348608589485696,-0.14915378351454567,0,0
-0.23929465174085723,0.5622097370348842,1,1
-0.4578559719422805,0.25374027104479313,1,1
-0.10819348494578401,0.5975321589468918,1,1
0.005202646993645699,-0.5444494223022265,1,1
0.1763515643235155,-0.5724536276863275,0,0
0.12765099883122444,-0.3409375685072879,0,0
0.24868221048677142,-0.4975018255480428,0,0
-0.31689908531098365,-0.42941272913886863,0,0
