X1,X2,y
0.367512,0.777047,0
0.369816,0.800439,0
0.346774,0.798977,0
0.332949,0.779971,0
0.332949,0.739035,0
0.358295,0.690789,0
0.353687,0.66155,0
0.367512,0.63962,0
0.395161,0.61769,0
0.385945,0.608918,0
0.43894,0.591374,0
0.422811,0.572368,0
0.450461,0.534357,0
0.464286,0.538743,0
0.471198,0.591374,0
0.461982,0.629386,0
0.436636,0.648392,0
0.406682,0.67617,0
0.374424,0.702485,0
0.358295,0.762427,0
0.367512,0.739035,0
0.406682,0.667398,0
0.422811,0.611842,0
0.485023,0.598684,0
0.480415,0.614766,0
0.508065,0.63231,0
0.514977,0.649854,0
0.526498,0.660088,0
0.558756,0.667398,0
0.574885,0.674708,0
0.593318,0.67617,0
0.641705,0.66155,0
0.678571,0.63962,0
0.703917,0.616228,0
0.726959,0.586988,0
0.738479,0.557749,0
0.779954,0.528509,0
0.789171,0.527047,0
0.784562,0.556287,0
0.784562,0.597222,0
0.75,0.642544,0
0.738479,0.66155,0
0.729263,0.673246,0
0.678571,0.693713,0
0.664747,0.696637,0
0.591014,0.706871,0
0.549539,0.692251,0
0.531106,0.674708,0
0.49424,0.65424,0
0.441244,0.652778,0
0.427419,0.66886,0
0.397465,0.698099,0
0.397465,0.702485,0
0.46659,0.67617,0
0.508065,0.682018,0
0.508065,0.684942,0
0.547235,0.705409,0
0.584101,0.709795,0
0.611751,0.714181,0
0.669355,0.711257,0
0.634793,0.68348,0
0.710829,0.684942,0
0.692396,0.664474,0
0.747696,0.655702,0
0.729263,0.63231,0
0.736175,0.607456,0
0.743088,0.594298,0
0.773041,0.582602,0
0.747696,0.553363,0
0.761521,0.543129,0
0.807604,0.537281,0
0.812212,0.546053,0
0.830645,0.576754,0
0.823733,0.585526,0
0.793779,0.625,0
0.77765,0.641082,0
0.756912,0.652778,0
0.740783,0.671784,0
0.72235,0.686404,0
0.657834,0.686404,0
0.644009,0.686404,0
0.593318,0.674708,0
0.540323,0.899854,1
0.623272,0.895468,1
0.650922,0.891082,1
0.692396,0.88231,1
0.639401,0.877924,1
0.549539,0.886696,1
0.540323,0.892544,1
0.565668,0.908626,1
0.632488,0.915936,1
0.703917,0.907164,1
0.75,0.875,1
0.8053,0.793129,1
0.837558,0.779971,1
0.867512,0.775585,1
0.904378,0.772661,1
0.952765,0.774123,1
0.975806,0.777047,1
0.968894,0.801901,1
0.927419,0.803363,1
0.881336,0.800439,1
0.851382,0.806287,1
0.807604,0.84576,1
0.800691,0.866228,1
0.860599,0.850146,1
0.908986,0.836988,1
0.920507,0.826754,1
0.955069,0.822368,1
0.96659,0.822368,1
0.968894,0.820906,1
0.897465,0.819444,1
0.851382,0.788743,1
0.851382,0.785819,1
0.855991,0.839912,1
0.828341,0.850146,1
0.60023,0.940789,1
0.60023,0.940789,1
0.482719,0.930556,1
0.254608,0.951023,1
0.226959,0.899854,1
0.160138,0.891082,1
0.176267,0.86038,1
0.111751,0.866228,1
0.0748848,0.885234,1
0.0541475,0.883772,1
0.0449309,0.914474,1
0.111751,0.913012,1
0.104839,0.89693,1
0.153226,0.885234,1
0.199309,0.883772,1
0.0610599,0.91155,1
0.0564516,0.89693,1
0.0748848,0.879386,1
0.093318,0.858918,1
0.353687,0.714181,0
0.309908,0.774123,0
0.270737,0.744883,0
0.300691,0.698099,0
0.392857,0.673246,0
0.404378,0.65424,0
0.420507,0.638158,0
0.445853,0.616228,0
0.464286,0.604532,0
0.374424,0.563596,0
0.425115,0.528509,0
0.369816,0.509503,0
0.480415,0.642544,0
0.429724,0.66886,0
0.554147,0.679094,0
0.620968,0.705409,0
0.616359,0.739035,0
0.662442,0.722953,0
0.68318,0.705409,0
0.692396,0.651316,0
0.720046,0.641082,0
0.726959,0.667398,0
0.680876,0.695175,0
0.65553,0.711257,0
0.620968,0.722953,0
0.591014,0.718567,0
0.567972,0.687865,0
0.567972,0.66155,0
0.565668,0.648392,0
0.62788,0.591374,1
0.563364,0.59576,1
0.618664,0.600146,1
0.607143,0.622076,1
0.58871,0.620614,1
0.577189,0.594298,1
0.584101,0.576754,1
0.611751,0.56652,1
0.623272,0.562135,1
0.623272,0.557749,1
0.597926,0.554825,1
0.554147,0.547515,1
0.544931,0.535819,1
0.544931,0.532895,1
0.570276,0.528509,1
0.595622,0.527047,1
0.597926,0.527047,1
0.630184,0.529971,1
0.657834,0.529971,1
0.703917,0.527047,1
0.706221,0.516813,1
0.701613,0.510965,1
0.664747,0.535819,1
0.644009,0.563596,1
0.644009,0.575292,1
0.644009,0.58845,1
0.637097,0.607456,1
0.634793,0.616228,1
0.58871,0.619152,1
0.551843,0.607456,1
0.56106,0.594298,1
0.577189,0.541667,1
0.551843,0.522661,1
0.547235,0.510965,1
0.547235,0.508041,1
0.593318,0.516813,1
0.669355,0.522661,1
0.673963,0.524123,1
0.662442,0.56652,1
0.662442,0.56652,1
0.641705,0.535819,1
0.664747,0.516813,1
0.579493,0.562135,1
0.544931,0.570906,1
0.547235,0.578216,1
0.604839,0.59576,1
0.650922,0.59576,1
0.388249,0.645468,0
0.369816,0.693713,0
0.312212,0.706871,0
0.312212,0.728801,0
0.273041,0.712719,0
0.3053,0.740497,0
0.312212,0.753655,0
0.254608,0.756579,0
0.289171,0.741959,0
0.273041,0.717105,0
0.296083,0.687865,0
0.34447,0.665936,0
0.367512,0.651316,0
0.392857,0.652778,0
0.388249,0.608918,0
0.406682,0.591374,0
0.390553,0.563596,0
0.402074,0.541667,0
0.358295,0.543129,0
0.339862,0.611842,0
0.351382,0.689327,0
0.3053,0.733187,0
0.240783,0.749269,0
0.282258,0.765351,0
0.487327,0.667398,0
0.519585,0.677632,0
0.586406,0.686404,0
0.634793,0.712719,0
0.648618,0.728801,0
0.664747,0.730263,0
0.699309,0.701023,0
0.752304,0.633772,0
0.784562,0.551901,0
0.802995,0.538743,0
0.830645,0.532895,0
0.609447,0.81652,0
0.611751,0.785819,0
0.574885,0.756579,0
0.544931,0.727339,0
0.558756,0.718567,0
0.58871,0.722953,0
0.595622,0.733187,0
0.602535,0.752193,0
0.570276,0.765351,0
0.563364,0.777047,0
0.577189,0.796053,0
0.60023,0.813596,0
0.618664,0.825292,0
0.646313,0.796053,0
0.637097,0.765351,0
0.648618,0.739035,0
0.650922,0.743421,0
0.660138,0.741959,0
0.660138,0.740497,0
0.669355,0.752193,0
0.634793,0.782895,0
0.602535,0.775585,0
0.604839,0.771199,0
0.616359,0.755117,0
0.657834,0.747807,0
0.680876,0.740497,0
0.697005,0.705409,0
0.708525,0.674708,0
0.736175,0.644006,0
0.164747,0.812135,1
0.150922,0.847222,1
0.141705,0.81652,1
0.134793,0.84576,1
0.12788,0.877924,1
0.0841014,0.86038,1
0.0679724,0.826754,1
0.123272,0.790205,1
0.0817972,0.801901,1
0.137097,0.760965,1
0.137097,0.712719,1
0.150922,0.749269,1
0.148618,0.673246,1
0.213134,0.629386,1
0.141705,0.59576,1
0.169355,0.626462,1
0.0771889,0.623538,1
0.0564516,0.684942,1
0.0864055,0.740497,1
0.0702765,0.765351,1
0.0633641,0.820906,1
0.0541475,0.762427,1
0.0518433,0.695175,1
0.0817972,0.648392,1
0.153226,0.594298,1
0.208525,0.582602,1
0.729263,0.692251,0
0.8053,0.692251,0
0.828341,0.692251,0
0.855991,0.689327,0
0.927419,0.674708,0
0.975806,0.648392,0
0.980415,0.636696,0
0.89977,0.629386,0
0.87212,0.620614,0
0.849078,0.644006,0
0.814516,0.65424,0
0.784562,0.673246,0
0.775346,0.684942,0
0.775346,0.686404,0
0.745392,0.692251,0
0.809908,0.671784,0
0.858295,0.679094,0
0.862903,0.66155,0
0.922811,0.657164,0
0.941244,0.638158,0
0.989631,0.638158,0
0.987327,0.64693,0
0.918203,0.679094,0
0.842166,0.673246,0
0.809908,0.658626,0
0.726959,0.702485,0
0.690092,0.703947,0
0.690092,0.725877,0
0.579493,0.737573,0
0.473502,0.689327,0
0.434332,0.674708,0
0.25,0.687865,0
0.224654,0.722953,0
0.180876,0.693713,1
0.118664,0.572368,1
0.164747,0.546053,1
0.171659,0.529971,1
0.15553,0.491959,1
0.132488,0.548684,1
0.125576,0.587573,1
0.178571,0.575292,1
0.22235,0.542544,1
0.229263,0.567105,1
0.201613,0.622368,1
0.173963,0.620322,1
0.141705,0.536404,1
0.137097,0.509795,1
0.0771889,0.577339,1
0.0748848,0.59576,1
0.132488,0.569152,1
0.192396,0.540497,1
0.0748848,0.548684,1
0.116359,0.544591,1
0.125576,0.679678,1
0.0910138,0.769737,1
0.150922,0.861842,1
0.203917,0.927339,1
0.266129,0.93348,1
0.321429,0.93962,1
0.50576,0.851754,1
0.482719,0.818421,1
0.508065,0.813158,1
0.485023,0.795614,1
0.478111,0.772807,1
0.478111,0.746491,1
0.459677,0.746491,1
0.459677,0.762281,1
0.478111,0.786842,1
0.459677,0.80614,1
0.461982,0.832456,1
0.473502,0.874561,1
0.475806,0.911404,1
0.448157,0.900877,1
0.496544,0.857018,1
0.514977,0.818421,1
0.478111,0.772807,1
0.475806,0.730702,1
0.436636,0.753509,1
0.468894,0.764035,1
0.383641,0.485088,0
0.353687,0.471053,0
0.369816,0.451754,0
0.355991,0.435965,0
0.34447,0.42193,0
0.349078,0.411404,0
0.381336,0.428947,0
0.381336,0.455263,0
0.379032,0.492105,0
0.385945,0.514912,0
0.415899,0.535965,0
0.413594,0.516667,0
0.404378,0.500877,0
0.41129,0.474561,0
0.404378,0.45,0
0.395161,0.434211,0
0.397465,0.423684,0
0.408986,0.416667,0
0.789171,0.523684,0
0.807604,0.488596,0
0.8053,0.47807,0
0.784562,0.441228,0
0.782258,0.425439,0
0.830645,0.42193,0
0.839862,0.441228,0
0.823733,0.465789,0
0.839862,0.499123,0
0.839862,0.52193,0
0.832949,0.553509,0
0.842166,0.574561,0
0.860599,0.586842,0
0.812212,0.511404,0
0.798387,0.502632,0
0.802995,0.476316,0
0.775346,0.428947,0
0.736175,0.416667,0
0.782258,0.469298,0
0.782258,0.460526,0
0.759217,0.45,0
0.745392,0.451754,0
0.740783,0.446491,0
0.733871,0.439474,0
0.699309,0.448246,0
0.697005,0.465789,0
0.692396,0.465789,0
0.676267,0.464035,0
0.657834,0.458772,0
0.657834,0.458772,0
0.644009,0.455263,0
0.648618,0.437719,0
0.618664,0.423684,0
0.558756,0.414912,0
0.554147,0.416667,0
0.591014,0.441228,0
0.609447,0.448246,0
0.620968,0.471053,0
0.62788,0.47807,0
0.644009,0.47807,0
0.662442,0.474561,0
0.680876,0.474561,0
0.632488,0.474561,0
0.58871,0.451754,0
0.581797,0.432456,0
0.570276,0.411404,0
0.558756,0.40614,0
0.554147,0.499123,1
0.514977,0.516667,1
0.510369,0.504386,1
0.517281,0.495614,1
0.554147,0.490351,1
0.554147,0.476316,1
0.540323,0.472807,1
0.528802,0.486842,1
0.503456,0.485088,1
0.491935,0.465789,1
0.517281,0.462281,1
0.526498,0.458772,1
0.540323,0.439474,1
0.517281,0.435965,1
0.496544,0.42193,1
0.489631,0.418421,1
0.473502,0.416667,1
0.487327,0.448246,1
0.508065,0.45,1
0.514977,0.488596,1
0.450461,0.455263,1
0.475806,0.435965,1
0.473502,0.420175,1
0.457373,0.411404,1
0.450461,0.409649,1
0.487327,0.458772,1
0.53341,0.535965,1
0.538018,0.572807,1
0.528802,0.535965,1
0.512673,0.499123,1
0.185484,0.511404,1
0.208525,0.527193,1
0.190092,0.520175,1
0.187788,0.497368,1
0.190092,0.479825,1
0.197005,0.45,1
0.1947,0.427193,1
0.176267,0.407895,1
0.146313,0.402632,1
0.132488,0.441228,1
0.157834,0.464035,1
0.164747,0.464035,1
0.118664,0.488596,1
0.12788,0.509649,1
0.160138,0.467544,1
0.173963,0.432456,1
0.157834,0.425439,1
0.18318,0.420175,1
0.206221,0.479825,1
0.215438,0.516667,1
0.226959,0.532456,1
0.116359,0.525439,1
0.116359,0.485088,1
0.137097,0.455263,1
0.10023,0.444737,1
0.213134,0.483333,1
0.261521,0.535965,1
0.252304,0.553509,1
0.710829,0.981579,1
0.662442,0.969298,1
0.6947,0.986842,1
0.715438,0.958772,1
0.37212,0.988596,1
0.374424,0.967544,1
0.415899,0.971053,1
0.226959,0.792105,0
0.247696,0.834211,0
0.273041,0.858772,0
0.291475,0.862281,0
0.22235,0.813158,0
0.224654,0.797368,0
0.203917,0.774561,0
0.185484,0.755263,0
0.206221,0.728947,0
0.245392,0.723684,0
0.22235,0.70614,0
0.226959,0.695614,0
0.259217,0.681579,0
0.224654,0.660526,0
0.203917,0.648246,0
0.199309,0.655263,0
0.233871,0.697368,0
0.256912,0.727193,0
0.254608,0.665789,0
0.266129,0.641228,0
0.243088,0.635965,0
0.233871,0.618421,0
0.240783,0.613158,0
0.273041,0.625439,0
0.289171,0.625439,0
0.302995,0.614912,0
0.319124,0.600877,0
0.337558,0.585088,0
0.362903,0.548246,0
0.374424,0.528947,0
0.604839,0.844737,0
0.570276,0.816667,0
0.563364,0.804386,0
0.623272,0.814912,0
0.664747,0.804386,0
0.664747,0.783333,0
0.687788,0.748246,0
0.717742,0.716667,0
0.738479,0.702632,0
0.740783,0.735965,0
0.710829,0.737719,0
0.685484,0.765789,0
0.68318,0.776316,0
0.687788,0.802632,0
0.687788,0.820175,0
0.669355,0.837719,0
0.65553,0.844737,0
0.639401,0.818421,0
0.639401,0.839474,0
0.584101,0.839474,0
0.563364,0.797368,0
0.547235,0.772807,0
0.567972,0.842982,0
0.581797,0.869298,0
0.595622,0.871053,0
0.625576,0.869298,0
0.648618,0.857018,0
0.637097,0.839474,0
0.641705,0.804386,0
0.667051,0.857018,0
0.706221,0.82193,0
0.961982,0.579825,1
0.927419,0.592105,1
0.927419,0.572807,1
0.948157,0.569298,1
0.961982,0.55,1
0.957373,0.557018,1
0.915899,0.557018,1
0.915899,0.557018,1
0.922811,0.528947,1
0.925115,0.514912,1
0.936636,0.499123,1
0.968894,0.490351,1
0.998848,0.514912,1
0.959677,0.542982,1
0.955069,0.528947,1
0.941244,0.500877,1
0.918203,0.486842,1
0.91129,0.481579,1
0.913594,0.465789,1
0.906682,0.442982,1
0.879032,0.42193,1
0.874424,0.407895,1
0.927419,0.407895,1
0.948157,0.411404,1
0.961982,0.413158,1
0.96659,0.425439,1
0.96659,0.434211,1
0.948157,0.434211,1
0.934332,0.435965,1
0.948157,0.469298,1
0.964286,0.474561,1
0.989631,0.453509,1
0.987327,0.435965,1
0.96659,0.516667,1
0.959677,0.557018,1
0.904378,0.560526,1
0.915899,0.525439,1
0.922811,0.49386,1
0.91129,0.453509,1
0.890553,0.444737,1
0.874424,0.507895,1
0.897465,0.527193,1
0.913594,0.537719,1
0.968894,0.565789,1
0.985023,0.579825,1
0.99424,0.516667,1
0.964286,0.472807,1
0.975806,0.439474,1
0.989631,0.425439,1
0.996544,0.414912,1
